Entity,Year,rice_production,tomatoes_production ,tea_production,potatoes_production,cocoa_beans_production,meat_chicken_production,bananas_production
Sudan,2021,1943252.88,203188,408465,92655010,18523.8,5400,301.486.966
Sudan (former),1961,6284779,331106,241167.6,78329010,163745.6,5400,2.032.035.432
Sudan (former),1962,4405841.2,480945,408465,108201010,4791,6400,1222996.6
Sudan (former),1963,3534911.4,461127,419956.8,81022000,77824.2,6900,923.133.186
Sudan (former),1964,4937412.3,483756,408546.6,88703010,64453,7200,1363736.43
Sudan (former),1965,195768.6,396201,408546.6,85102000,4425.2,7500,123.305.356
Sudan (former),1966,203508.6,365803,408546.6,83652000,29805.6,7700,124.545.356
Sudan (former),1967,1101247.88,249029,408546.6,86124000,27705.4,7925,129.153.046
Sudan (former),1968,4752528.7,298997,408465,90956000,29524.8,8756,1.285.248.022
Sudan (former),1969,15910578.7,257920,31250.8,67023010,149400,9884,164.589.534
Sudan (former),1970,2096863.14,215728,72128.8,72139010,177800,10178,262.338.004
Sudan (former),1971,6284779,151062,241167.6,78185010,193129.4,11835,2.032.035.432
Sudan (former),1972,812014.8,143692,419956.8,82908000,29805.6,13000,199.718.626
Sudan (former),1973,1094204.28,127960,408546.6,85515010,27571,13550,129.153.046
Sudan (former),1974,1239401.74,132444,72128.8,73009010,167234.4,13300,170.327.936
Sudan (former),1975,1786117.68,137394,408546.6,87186000,40458.8,13315,212720.37
Sudan (former),1976,1853118,118818,72128.8,75908000,212834.4,13648,252.524.356
Sudan (former),1977,15680005,96875,27497.4,62705010,56508.4,13654,17765062.74
Sudan (former),1978,2096863.14,108554,72128.8,72205010,177800,13804,262.338.004
Sudan (former),1979,15999213,124727,27497.4,63607650,55658.2,14099,8.828.252.344
Sudan (former),1980,22550806.6,116171,31250.8,64837504,133800,14408,87861.25
Sudan (former),1981,136998188.2,153081,11905.6,100000,490.604.472,66000,1199919
Sudan (former),1982,2454147.4,142703,11905.6,110000,499.258.244,71000,1921346.6
Sudan (former),1983,2454147.4,143889,11905.6,110000,499.258.244,76000,1921346.6
Sudan (former),1984,4175551.6,118422,3006.4,120000,325.843.616,81000,70439.6
Sudan (former),1985,4175551.6,119275,10222.8,120000,192.656.676,86500,70439.6
Sudan (former),1986,5114268.16,96841,3375.6,130000,198.605.666,88500,86192.2
Sudan (former),1987,5114268.16,110662,10462.2,130000,203860.43,93200,86192.2
Sudan (former),1988,6025924.36,99491,10470.6,140000,198.605.666,98400,103333.4
Sudan (former),1989,5114268.16,116034,17638.2,140000,238246.74,116000,86192.2
Sudan (former),1990,3081528.36,122870,17692.2,150000,219.756.056,120000,61471.8
Sudan (former),1991,2573507.6,111361,10600.4,128000,356930.6,145000,57437.2
Sudan (former),1992,1411365.8,141881,3291,161800,443708.2,190000,33110.4
Sudan (former),1993,1411365.8,136066,3334.4,176600,482399.8,209000,33110.4
Sudan (former),1994,1237163,124288,4090.8,199100,389449.6,238000,10604
Sudan (former),1995,2521467.8,118958,2785.8,221000,0,282000,534.441.976
Sudan (former),1996,6181842.9,111125,2993,345000,394.826,275800,3.169.718
Sudan (former),1997,5126337.67,108082,2189.2,267000,341.2,307300,180.105.118
Sudan (former),1998,5126337.67,104794,1500.4,293400,494.8,323400,180.105.118
Sudan (former),1999,5393794,97602.8,86.2,131000,0,373800,4345122.9
Sudan (former),2000,2.583.214.934,98340,86.2,166000,0,357000,2936186.6
Sudan (former),2001,6843420.1,176100,2701.8,175000,0,382200,5484983.9
Sudan (former),2002,7574099,157300,1462.8,196000,150,400400,5755073.9
Sudan (former),2003,7995686.1,158900,1513.4,209000,190,423500,6284913.2
Sudan (former),2004,6986935.1,159400,1470,132000,90,420000,5697550.5
Sudan (former),2005,7641226.2,128900,142.8,168000,150,441000,5787584.5
Sudan (former),2006,7114292.1,113700,380.2,98000,90,462000,5696304.2
Sudan (former),2007,4514459.6,107700,142.8,185000,823.2,462700,3853598.3
Sudan (former),2008,7641226.2,124900,151.4,190000,150,427700,5787584.5
Sudan (former),2009,2.628.258.204,110000,779.4,248000,60,338800,546.777.156
Sudan (former),2010,6001315.6,129247,86.2,224000,60,386400,4752462.2
Sudan (former),2011,4.146.477.634,155278,2046.6,254000,60,331800,2.489.865.004
Suriname,1961,2.523.891.066,169778,4088.6,268000,0,295400,357.211.176
Suriname,1962,146209476,198500,4480.4,320000,60,300800,185.563.356
Suriname,1963,98769922.7,209000,8754.8,368000,537.4,260000,129377.4
Suriname,1964,143611490.4,221000,6937,402000,1396.8,286110,190700
Suriname,1965,143612040.4,247500,7291.2,318000,100,292558,190200
Suriname,1966,48317277.6,267000,20497.4,360000,3578.6,254253,73633.6
Suriname,1967,97715060.8,272177,29550,384000,2721.2,267034,131900
Suriname,1968,47530448.8,289057,28341.6,449000,1605,268501,78300
Suriname,1969,4924.2,304209,22683,478000,1015.2,259414,15900
Suriname,1970,7956.2,345749,31396.2,508000,1075.2,283898,16.034.796
Suriname,1971,47531740.6,368066,24556.2,546000,1210.4,339897,78.460.036
Suriname,1972,47531610,352082,15843,557000,1210.4,344198,78.460.036
Suriname,1973,7956.2,369243,15843,573000,1210.4,302928,16.034.796
Suriname,1974,7733.4,361531.2,15843,585000,1140.8,308639,16.034.796
Suriname,1975,9211.2,409398,16290,628000,1295.2,273305,16.127.052
Suriname,1976,9208.4,443810.8,21896.2,650000,1345.4,312145,16.127.052
Suriname,1977,764794.4,491023.8,9630,147000,325174.53,316007,720061.16
Suriname,1978,780860,524413.25,10316.2,162000,485991.93,371393,787533.96
Suriname,1979,758729.6,479758.88,8876.2,167000,486456.33,349021,720031.16
Suriname,1980,59.352.842,10000,86.2,179712,1321776,327025,759665
Suriname,1981,64.421.338,12000,86.2,185103,1045722.6,351704,606052.2
Suriname,1982,59.352.842,14000,86.2,175270,1321776,322893,759665
Suriname,1983,76.163.804,16000,96,180956,528888.4,396995,426479.4
Suriname,1984,76.163.804,18000,144.2,173093,247489,410783,426479.4
Suriname,1985,60.512.204,20000,151.4,171271,328307.4,418720,655359.6
Suriname,1986,1425425.6,22000,147.6,299338,1881.8,436040,1.019.699.952
Suriname,1987,2302218.6,24000,149.8,327332,1547.4,479867,953400.6
Suriname,1988,1194632.2,26000,149.8,260000,1881.8,507106,1366332
Suriname,1989,78405,28000,151.4,250000,1881.8,451850,1456477.6
Suriname,1990,1661958.2,30000,416.2,246393.94,9.837.832,1379927,2591593.8
Suriname,1991,230069.4,32000,23301.2,20276816,4459733.4,1245043,643816.62
Suriname,1992,124.418.466,34000,23908.6,21009000,3223826,1036129,166709.02
Suriname,1993,2488026.2,36000,12043.2,16102000,935021.2,845417,42.472.522
Suriname,1994,638295.2,40000,17892.2,14729400,6648.6,678297,37000
Suriname,1995,3954180,45000,14885.8,18410000,3051628.3,621291,86600
Suriname,1996,946621,50000,12398.4,16700800,935021.2,680859,32.839.282
Suriname,1997,2395226.2,45000,6642.8,15405000,8528.6,736700,42.272.522
Suriname,1998,82059.4,50000,36704.4,12723000,2588.2,754985,40.310.182
Suriname,1999,228225.8,55000,21026.6,19838100,3345646.9,861843,489411.8
Suriname,2000,3364823.6,60000,12548.6,17343500,935021.2,937560,79084.8
Suriname,2001,2396216.4,65000,12398.4,16619500,935021.2,1030422,46750
Suriname,2002,3954180,70000,14885.8,18453000,3051628.3,1152216,86600
Suriname,2003,22035.4,75000,23908.6,20754800,4320452.1,1345725,137173.42
Suriname,2004,1551049.4,80000,18724,19462400,4376211.8,1588903,136811.8
Suriname,2005,1551049.4,85000,18724,19467100,4376211.8,1751808,136811.8
Suriname,2006,3954180,90000,15812.6,19102000,3221334.8,2000657,86600
Suriname,2007,2379603.2,95000,18724,19545400,4376211.8,2313376,128259.2
Suriname,2008,1551049.4,100000,19508.2,19666100,4376211.8,2563467,136811.8
Suriname,2009,3954180,105000,15812.6,18705000,3051628.3,2895489,86600
Suriname,2010,2391341.6,110000,37012.6,24248000,10576.8,3299495,398453.6
Suriname,2011,25815.4,100000,31312.6,23250200,971644.5,3456639,139.350.996
Suriname,2012,25299.8,115000,26237.6,22258600,955842.5,3769693,141920.4
Suriname,2013,133780.6,120000,37012.6,23693350,971824.5,4087556,212.664.196
Suriname,2014,23524.8,125000,24868.6,20839270,3223826,4231982,143445.02
Suriname,2015,24881.2,128000,26954.8,21750290,2069176,4542243.5,132994.6
Suriname,2016,25299.8,125000,31238,22208220,955842.5,4543002,141920.4
Suriname,2017,26726.2,135000,31238,22503970,9580.8,4606359.5,143.730.996
Suriname,2018,1551049.4,139359,23350.2,20269190,3374062.6,4576733,136811.8
Suriname,2019,23524.8,136914,24868.6,20837990,3223826,4617338,143445.02
Suriname,2020,774122.3,134468,22584,21356320,3223826,333,632875.6
Suriname,2021,1635053,132023,815915.6,280,32893.8,360,62955.01
Sweden,2018,1635053,129577,815915.6,420,32893.8,387,62955.01
Sweden,2019,1635053,129577,815915.6,760,32893.8,409.71,62955.01
Sweden,2020,1635053,128816,815915.6,2003,32893.8,432,62955.01
Sweden,2021,760590,161344,447818.8,3368,30426.6,279,199012.89
Switzerland,1961,1851709.6,178386,239541.8,977,29726.6,486,497800
Switzerland,1962,2225984.3,195000,25760,1639,702.8,378,508309.98
Switzerland,1963,5485904.4,250000,28253.6,2509,609,543.6,3194842
Switzerland,1964,7293628.4,300000,28253.6,3283,609,468,4360778.8
Switzerland,1965,4307446.4,350000,28253.6,3989,609,495,13885086.44
Switzerland,1966,1189568,390000,19025,4164,6749,495,6.418.186.506
Switzerland,1967,183588.6,423323,19025,3000,6759,567,421.518.096
Switzerland,1968,942411.4,456860.88,13386.6,2871,6.688.418,576,10314189.65
Switzerland,1969,1805300.8,481426.84,7072.6,5489,6.688.418,594,21794700.8
Switzerland,1970,2132278.2,453870.25,7615.8,5039,6.688.418,783,24810075.2
Switzerland,1971,2041097.2,464052.66,1310.2,3983,8.579.418,805.5,23638325.4
Switzerland,1972,2041097.2,466449.9,7615.8,3134,8.579.418,890.1,23638325.4
Switzerland,1973,647860.8,461457.6,765,4330,6.477.818,1021.5,6024438.6
Switzerland,1974,869316.8,463986.72,765,1884,6.477.818,1053,8375941.8
Switzerland,1975,647860.8,463964.75,765,3545,6.477.818,1098,6024438.6
Switzerland,1976,11834829.2,10800,45376.8,3355,510.715.314,1136.7,8443953.7
Switzerland,1977,11175749.6,9000,45376.8,4303,500595.74,1127.7,6578410.7
Switzerland,1978,6036892,11500,241711.2,5435,980420.24,1146.6,1656177.6
Switzerland,1979,6144590.4,13500,71444.8,5132,25.782.206,1231.2,3227792.4
Switzerland,1980,2382535.8,11900,237452.4,5256,1786426.46,1210.5,15069.2
Switzerland,1981,3556527,15000,80274.4,15578,25.782.206,1224,1643009.3
Switzerland,1982,1359187.2,18000,363375,11496,12265,1461.6,21497.2
Switzerland,1983,3556527,21737,80274.4,10046,25.782.206,1379.7,1643009.3
Switzerland,1984,5099137.8,27527,60321,7094,31.581.716,1380.6,1628425.5
Switzerland,1985,2753703.6,23413,292781.2,7090,12215,1390.5,9660
Switzerland,1986,1359187.2,25235,295460.2,7090,13259.8,1458,21497.2
Switzerland,1987,3556527,26700,292781.2,7090,15.399.464,1530,1643009.3
Switzerland,1988,47858462,31207,97202.6,7090,14.601.646,1395,1259103
Switzerland,1989,47858462,34023,97202.6,7090,7.729.646,1260,1259103
Switzerland,1990,87624968.6,60865,612,7100,301.766,1422,2325549
Switzerland,1991,3057392.8,31388,114148.6,5897.29,17328.72,1485,62336.4
Switzerland,1992,2579141.4,28736,421002.2,4688.33,12448.52,1800,23297.2
Switzerland,1993,2579141.4,29144,421002.2,3912.46,12448.52,2250,23297.2
Switzerland,1994,2317506.8,31576,612,2745.04,7.229.846,1413,91900
Switzerland,1995,116990789.4,94968,17582.8,914.2,303.92,1548,7092835.6
Switzerland,1996,163662456.4,68134,6043.4,3447,6352.72,1755,4083287
Switzerland,1997,120436569.4,70193,6043.4,4862.2,343.92,1980,7522337.2
Switzerland,1998,73754595.4,96265,17584.4,359,303.92,2295,10681622.2
Switzerland,1999,163662456.4,61893,6043.4,451,6352.72,2313,4083287
Switzerland,2000,116991007.4,93986,17584.4,4193,303.92,1953,7199730.8
Switzerland,2001,163662456.4,74527,6054,1051,360.52,2241,4083287
Switzerland,2002,120436569.4,75000,11881.6,1342,323.92,2385,7522337.2
Switzerland,2003,165.226.134,80000,114565.2,6811000,1376.4,2385,31635.4
Switzerland,2004,1.561.233.566,85000,118463.6,7185000,1776.96,13718,19331.85
Switzerland,2005,1.561.233.566,90000,118463.6,7196000,2653.36,13846,19331.85
Switzerland,2006,98724,223000,98364,7549000,1.674.558,14384,26.809.046
Switzerland,2007,3953742,142000,64679.8,8006000,1810.21,15727,82.334.984
Switzerland,2008,68.505.334,157000,114565.2,6897000,880.36,16304,22500
Switzerland,2009,68855.6,209009,98364,7559000,1.674.558,16629.02,28.903.302
Switzerland,2010,59.851.366,231724,107806.2,7273000,2653.36,18067.91,50.427.612
Switzerland,2011,3287727.45,188256,86527.4,6513000,1.226.108,18215.62,1742871.6
Switzerland,2012,2552793,165307,78007.4,7821000,1.673.788,18779.34,16.889.742
Switzerland,2013,1447036.8,200165,78007.4,7744000,2.842.788,19100.16,29.789.742
Switzerland,2014,114.044.334,218528,114565.2,6863000,1759,19678.21,32080
Switzerland,2015,134.052.966,236434,118463.6,7091000,2653.36,19866.65,46.632.012
Switzerland,2016,59.851.366,239872,118463.6,7157000,2653.36,84,50.427.612
Switzerland,2017,608274.24,129199,184299.6,4787000,638.35,86.4,96.322.224
Switzerland,2018,608274.24,194714,295527.4,4789000,638.35,90,96.322.224
Switzerland,2019,3156854.9,207430,86527.4,6621000,1226,93.6,176208.2
Switzerland,2020,2.844.435.366,196322,107806.2,7331000,2.652.718,97.2,26291.13
Switzerland,2021,3492175.9,122849,86527.4,6485000,1.226.108,100.8,1755330.4
Syria,1961,144.027.366,122324,118463.6,7105000,1775.96,104.4,31.932.012
Syria,1962,459977.36,140437,81539.8,6214000,2.302.508,108,37.878.704
Syria,1963,155.830.934,145957,114565.2,6875000,885.2,111.6,42384.4
Syria,1964,1.915.066.264,144653,81538.2,5885000,1.896.446,115.2,1590244.6
Syria,1965,151295.2,118370,107806.2,7398000,1.777.158,118.8,22.577.046
Syria,1966,207.554.134,104146,114565.2,6892000,885.2,122.4,39048.6
Syria,1967,3492661.7,104146,99230.2,6412000,2102.6,126,1.754.620.978
Syria,1968,231085.8,119049,114565.2,6760000,1376.4,129.6,41019.6
Syria,1969,207.554.134,102400,114565.2,6899000,880.36,132,39048.6
Syria,1970,414543.76,118650,70325.8,6266000,2.074.508,134.4,40.258.704
Syria,1971,3476261.7,122593,86527.4,6467000,2102.6,138,1756130.4
Syria,1972,414543.76,123609,70325.8,6267000,2.074.508,141.6,40.258.704
Syria,1973,102410,127935,78007.4,7814000,1.673.788,144,81.038.076
Syria,1974,144.027.366,126864,118463.6,7072000,1775.96,147.6,31.932.012
Syria,1975,3351381.5,115415.41,86527.4,6542000,2102.6,150,186067
Syria,1976,1980641.3,2000,99230.2,6404000,1.226.108,152.4,1.717.984.778
Syria,1977,138.166.766,2000,106296,7228000,1.776.118,153.6,15.347.612
Syria,1978,160.166.766,2000,118463.6,7128000,899.36,154.8,15.627.612
Syria,1979,3492661.7,2000,86527.4,6422000,1.226.108,157.2,1.754.620.978
Syria,1980,160.166.766,2000,118463.6,7130900,899.36,159.6,15.627.612
Syria,1981,3204202.7,2200,86527.4,6636000,1226,162,182252.2
Syria,1982,1818710,2300,86527.4,6649000,1226,162,64333.2
Syria,1983,138.508.734,2400,114565.2,6966000,880.36,154.8,16164.2
Syria,1984,3.724.639.742,2400,81539.8,5918000,1.896.446,156,200594.2
Syria,1985,562914.4,2500,98007.2,6316500,2.097.908,158.4,1.596.722.104
Syria,1986,3.722.190.542,2600,81539.8,5979000,1.896.446,162,199990.6
Syria,1987,2.037.017.542,2600,111494.8,5864000,1.896.446,162,145852
Syria,1988,32625833,2700,40614.6,5635000,1.135.646,194.4,870609.6
Syria,1989,3.722.190.542,2800,81539.8,5999000,1.842.046,186,199990.6
Syria,1990,1805232.85,2900,98007.2,6396000,1.226.108,162,1.705.131.778
Syria,1991,1.857.706.342,2900,111494.8,6056000,965.554,156,90727.4
Syria,1992,2623415.55,3000,98007.2,6310000,2.097.908,156,1.749.483.978
Syria,1993,45122345.96,3000,549363.6,4553000,1.652.978,156,233.256.056
Syria,1994,70787586.4,3200,68294.4,5685000,558.246,144,1658134.8
Syria,1995,3.651.850.542,3500,111494.8,5911000,1.020.046,144,186640.2
Syria,1996,70799181.6,4000,68294.4,5644000,612.646,150,1810340
Syria,1997,74700944.6,5000,30549,5395000,705,144,1876458.6
Syria,1998,7003464.15,6000,111496.8,6218000,550.042,144,531319
Syria,1999,23938231.5,5000,47627.2,5060000,2138.8,156,300375.68
Syria,2000,37836395.9,6000,46526,5307000,653.4,156,2419095.2
Syria,2001,107099528.2,6500,30549,5512813,705,156,2349277.4
Syria,2002,36567323.2,7000,46526,5306720,1143,168,2460159
Syria,2003,132230.2,7000,36704.4,13305000,2588.2,168,29485.71
Syria,2004,149466.4,8700,36704.4,12018000,2588.2,168,21000
Syria,2005,132715.6,8700,36704.4,12305931,2588.2,168,20800
Syria,2006,77080.8,7679.35,36704.4,10941455,1671.2,136,25600
Syria,2007,116847.6,7714.47,36704.4,13210568,2588.2,85,38.195.892
Syria,2008,253905.8,9200,16201,13939424,3328.2,90,23.189.048
Syria,2009,253905.8,6597.05,16201,13872474,3328.2,78.12,23.189.048
Syria,2010,236270.4,4369,36704.4,13402328,2588.2,77.11,33.554.946
Syria,2011,187890.2,4800,17474.4,14181460,3328.2,12.62,24.592.742
Syria,2012,114981.6,5000,17474.4,14774200,6648.6,20,28.103.694
Syria,2013,168120.4,5100,17474.4,14484500,4617,0.03,21.203.694
Syria,2014,236270.4,5200,36704.4,13442548,2588.2,9,33.554.946
Syria,2015,235840.4,5600.21,36704.4,13608290,3328.2,27.66,32.354.946
Syria,2016,261429,5500,5945,15530695,8528.6,117.6,36587.94
Syria,2017,141360.4,5675.78,17474.4,14604600,4617,120,18.103.694
Syria,2018,447.248.428,5686.23,12064.6,16223372,935428.2,132,87.634.448
Syria,2019,459.130.428,5689.42,11625.4,16117595,8528.6,156,87.542.772
Syria,2020,363778.2,5700,12064.6,16615640,935021.2,168,12.871.288
Syria,2021,321969.6,6000,5945,15533100,8528.6,168,15830.43
Taiwan,1961,216182.8,6100,37624,13785000,3328.2,186,33640
Taiwan,1962,261429,6300,5945,15450000,8528.6,204,36587.94
Taiwan,1963,389.241.228,5910.34,11625.4,16108500,935021.2,216,86.692.772
Taiwan,1964,163999.2,6000,5945,15137600,7488.6,252,31.335.418
Taiwan,1965,359581.4,5742.02,12064.6,16422000,935021.2,258,13.190.586
Taiwan,1966,688714,5700,13561.2,18443008,3051628.3,324,181720
Taiwan,1967,457353.2,5579.2,12064.6,16408000,935021.2,420,12.017.786
Taiwan,1968,2692651.84,5447.97,12771.6,17659200,1965286.1,456,1344294.8
Taiwan,1969,415.814.228,5239.22,11625.4,16167800,935021.2,420,90100.62
Taiwan,1970,372687,5369.63,12064.6,16803008,935021.2,432,16909.97
Taiwan,1971,669336.86,5364.55,13561.2,18239008,1965286.1,372,170415.95
Taiwan,1972,759876.04,5142.12,15911.4,18943008,4148841.4,456,1227545.8
Taiwan,1973,806307.2,5093.05,15911.4,19294000,3221334.8,456,545129.8
Taiwan,1974,606226.2,5199.91,17763.6,19520300,4376211.8,540,1986923.8
Taiwan,1975,774122.3,5145.03,22584,21292760,3223826,540,632875.6
Taiwan,1976,573540.84,250,18675,20189350,3345646.9,528,1378834
Taiwan,1977,2747616.22,280,23151.4,22645780,9580.8,552,875982.6
Taiwan,1978,587.849.166,300,22584,21186890,3223826,600,622692.4
Taiwan,1979,589749.58,300,23151.4,21575890,2069783.8,600,156186.4
Taiwan,1980,733214.78,350,23151.4,21685930,2069783.8,600,213092
Taiwan,1981,3049752.56,400,22963,23293964,971644.5,600,1754249.4
Taiwan,1982,427239.4,400,18675,19852512,3345646.9,612,1564062.8
Taiwan,1983,698954.62,600,22584,20782288,4320452.1,576,1124327.02
Taiwan,1984,698954.62,800,22584,20783556,4320452.1,588,1124327.02
Taiwan,1985,829855.82,500,22584,20675012,4320452.1,600,1392219.2
Taiwan,1986,806307.2,500,15911.4,19222700,3221334.8,600,545129.8
Taiwan,1987,659464.64,500,18675,19989724,3345646.9,600,1516990.2
Taiwan,1988,656251.84,500,18675,20179192,3345646.9,612,1415120
Taiwan,1989,643459.04,500,13561.2,18826578,4148841.4,624,1217503.4
Taiwan,1990,510272.4,500,17763.6,19622476,4376211.8,624,1607962.4
Taiwan,1991,627847.6,500,13561.2,18350034,1965993.1,720,255187.2
Taiwan,1992,612006.2,500,17763.6,19506150,4376211.8,660,2057073.6
Taiwan,1993,391.673.986,500,22584,21090684,3223826,720,689.281.232
Taiwan,1994,510272.4,500,17763.6,19715480,4376211.8,600,1607962.4
Taiwan,1995,654999.84,500,18675,20056500,3345646.9,720,1422003.8
Taiwan,1996,522484.84,500,18675,20012720,3345646.9,1560,1151026.6
Taiwan,1997,984791.26,500,20066.6,20426360,4459733.4,1560,1968419
Taiwan,1998,978992.22,500,20066.6,20453430,4459733.4,1560,1916921
Taiwan,1999,984791.26,500,20066.6,20421560,4459733.4,1560,1968419
Taiwan,2000,806307.2,500,15911.4,19251320,3221334.8,1560,545129.8
Taiwan,2001,805480.24,500,15911.4,19051790,4148841.4,1560,1228029
Taiwan,2002,677545.2,500,13561.2,18582370,3051628.3,1560,1225575.4
Taiwan,2003,9274159.8,500,408465,110769010,1832.8,1560,3704688.97
Taiwan,2004,6366177.6,500,408465,96265490,24721.2,1560,1.503.413.968
Taiwan,2005,6349038.9,505,408465,97330220,25092.4,1560,1.453.514.768
Taiwan,2006,6111560.4,257.95,408288,121881560,437.8,1564.82,205.952.746
Taiwan,2007,8890460.94,300,408288,118679150,6397.2,1472.07,75.543.274
Taiwan,2008,6332855,155,408288,121218870,437.8,1458.37,297199.6
Taiwan,2009,3061832.5,300,408288,128901304,3723.4,1450.23,177932.4
Taiwan,2010,3160951.7,308,408288,136699440,1126.2,1391.36,459415
Taiwan,2011,5870424.3,300,408288,127119656,3752,1394.13,178572.4
Taiwan,2012,2803726.2,302.13,408288,134442050,224.6,1393.33,374888.6
Taiwan,2013,3041665.9,308.47,408288,132469256,3723,1357.19,256955.4
Taiwan,2014,8890460.94,267,408288,118162376,7205,1338.46,75.543.274
Taiwan,2015,2841246.66,450,50720.2,151186580,60.845.572,1319.64,269104.8
Taiwan,2016,5154538.56,432.04,408288,125759450,168.6,60,99379.6
Taiwan,2017,3061832.5,451.69,408288,129331490,3723.4,65,177932.4
Taiwan,2018,3061832.5,472.51,408288,127596350,3723.4,70,177932.4
Taiwan,2019,3061832.5,491.94,408288,130105890,3723.4,75,177932.4
Taiwan,2020,2687624.6,509.56,408288,134786960,213.2,82,374902.6
Taiwan,2021,3465622.94,521.99,408288,137415780,8142.2,105,439897
Tajikistan,1992,11565435,500,408465,112195740,5243.2,112,4937808.67
Tajikistan,1993,8890460.94,500,408288,118498540,6397.2,120,75.543.274
Tajikistan,1994,5154538.56,616.58,408288,126095130,168.6,128,99379.6
Tajikistan,1995,2903858.6,674.17,408288,133173680,92.6,130,278962.4
Tajikistan,1996,3465622.94,800,408288,137618780,8142.2,140,439897
Tajikistan,1997,5227205.76,850,408288,124540776,490.4,150,99.370.946
Tajikistan,1998,3160951.7,807.86,408288,135618820,1126.2,160,459415
Tajikistan,1999,5154538.56,810.88,408288,125319590,168.6,160,99379.6
Tajikistan,2000,5865029.54,858.02,408288,117735650,7205,240,75.055.992
Tajikistan,2001,5870424.3,825.59,408288,127301280,3723.4,230,178572.4
Tajikistan,2002,8666029.84,870.27,408288,117348430,7205,180,75.373.766
Tajikistan,2003,7412480.1,851.29,408288,116606300,6696.6,185,1.284.183.614
Tajikistan,2004,6825559.8,849.05,408465,109259980,1832.8,230,2391379.77
Tajikistan,2005,6111560.4,856.87,408288,122117480,437.8,240,205.952.746
Tajikistan,2006,11726375,852.4,408465,112508360,8173.6,240,4967920.27
Tajikistan,2007,5227205.76,2174,408288,123791140,473.4,300,99.370.946
Tajikistan,2008,3061832.5,2515,408288,130152610,3723.4,330,177932.4
Tajikistan,2009,3061832.5,2515,408288,128826710,3723.4,330,177932.4
Tajikistan,2010,3020150.3,2603,408288,131296290,3723,330,263883.6
Tajikistan,2011,5227205.76,2691,408288,124328744,490.4,280,99.370.946
Tajikistan,2012,2903858.6,3583,408288,133174376,92.6,320,278962.4
Tajikistan,2013,2903858.6,3272,408288,133066290,92.6,320,278962.4
Tajikistan,2014,3160951.7,3440,408288,136762880,1126.2,360,459415
Tajikistan,2015,3086174.34,3845,408288,138448880,8263.4,380,426030.8
Tajikistan,2016,2553215.64,4039,408288,142512640,7527,400,384759
Tajikistan,2017,3086174.34,6334,408288,139071170,8263.4,410,426030.8
Tajikistan,2018,2903858.6,7287,408288,133312800,92.6,415,278962.4
Tajikistan,2019,3041665.9,9185,408288,132244820,3723,420,256955.4
Tajikistan,2020,3086174.34,10665,408288,138579870,8263.4,425,426030.8
Tajikistan,2021,2803223.34,9566,408288,140721600,8408,425,382062.6
Tanzania,1961,3160951.7,9200,408288,137212580,1126.2,425,459415
Tanzania,1962,2649842.86,8500,50720.2,155673760,57859.12,425,258740
Tanzania,1963,2924245.86,7840,50720.2,153844380,31.948.794,425,360874.4
Tanzania,1964,2649842.86,7600,50720.2,155814160,57859.12,425,258740
Tanzania,1965,2649842.86,7500,50720.2,156230380,57859.12,425,258740
Tanzania,1966,2356624.06,7295,50720.2,157491800,90673.71,370,259660
Tanzania,1967,2745072.9,7364,229608,149871970,58.793.668,280,275920
Tanzania,1968,2924245.86,2450,50720.2,153421420,31.948.794,270,360874.4
Tanzania,1969,2649842.86,3912,50720.2,154811940,57859.12,260,258740
Tanzania,1970,2649842.86,2489,50720.2,155257090,57859.12,300,258740
Tanzania,1971,2649842.86,2343,50720.2,155258450,57859.12,400,258740
Tanzania,1972,2649842.86,3238,50720.2,154699060,57859.12,460,258740
Tanzania,1973,728467.4,2249,3704.2,117918,77882.14,480,20441.23
Tanzania,1974,16435001.6,2651,139710.6,86581,434.822.026,480,189.366.796
Tanzania,1975,818611.58,993,7166.4,114512,31.973.044,480,1.428.424.608
Tanzania,1976,4003379.32,1463,6408.2,99557,163.372.862,480,1.065.607.458
Tanzania,1977,6818574.8,1272,57679.6,125151,450074.6,452.81,489989.6
Tanzania,1978,941429.12,1736,6408.2,142253,171.810.862,451.29,1433336.8
Tanzania,1979,7232809.4,2004,60045,104625,817275.4,452.26,46740
Tanzania,1980,7045146.7,2000,88345,52276,817275.4,450,46740
Tanzania,1981,6981498,2837,87896.4,137538,324.699.506,455,34.830.424
Tanzania,1982,6818574.8,1832,62059.6,117574,287.577.392,455.01,489989.6
Tanzania,1983,6813408.8,1548,30956.4,150355,41.378.392,453.76,489274.6
Tanzania,1984,3633888.8,2728,39155,106068,645.949.506,452.04,40.978.424
Tanzania,1985,2900213.6,2737,15290,133285,680.405.564,450.54,67808
Tanzania,1986,18446328.6,2412,22820,129193,720.281.764,340,43.231.132
Tanzania,1987,11711661.2,1235,21020,120746,559.957.348,350,28657
Tanzania,1988,11533701.2,1811,22520,165745,559.957.348,360,29717
Tanzania,1989,715000,1748,3837.8,119896,123.599.946,370,2384.2
Tanzania,1990,4587848,1645.3,22860,102286,454.713.604,370,11897
Tanzania,1991,11533701.2,1680,22520,135372,561.574.948,380,29717
Tanzania,1992,18446328.6,3589,22820,99464,720.281.764,380,43.231.132
Tanzania,1993,11425808,1867,20800,176564,844.235.126,380,27717
